Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Myanmar,MMR,Infectious bursal disease (Gumboro disease),2005,2351.0,2351.0,2219.170754505097,2487.946907715944,4.412280816994506e-06,4.164867949697179e-06,4.669298347348304e-06,None,2005
Myanmar,MMR,Marek's disease (-2011),2005,50.0,50.0,33.198505998558275,71.91049035555022,9.383838402795634e-08,6.230588310094245e-08,1.3495928419245545e-07,None,2005
Myanmar,MMR,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,8671.0,8671.0,8425.435271768682,8921.682510206889,1.6273452558128188e-05,1.5812584612698363e-05,1.674392539136591e-05,None,2005
Myanmar,MMR,Newcastle disease (velogenic),2005,979.0,979.0,895.204278057913,1067.9132449339318,1.8373555592673848e-06,1.680090456557357e-06,2.004225063733026e-06,None,2005
Mozambique,MOZ,Fowl pox (-2005),2005,32.0,32.0,19.288985892272922,49.81160404443424,7.851989988712764e-07,4.733028878704648e-07,1.2222506758706934e-06,None,2005
Mozambique,MOZ,Newcastle disease (velogenic),2005,1535.0,1535.0,1373.6616770856597,1719.275735254308,3.7665014477106545e-05,3.3706180426109334e-05,4.218667456579251e-05,None,2005
Malawi,MWI,Newcastle disease (velogenic),2005,3.0,3.0,0.745986221515698,7.776443098857671,1.6853932584269663e-07,4.1909338287398766e-08,4.3687882577852085e-07,None,2005
Malaysia,MYS,Avian infectious bronchitis,2005,4.0,4.0,0.4465301794154367,14.969292770706593,5.264910555750796e-09,5.877353637664074e-10,1.9702996880154304e-08,None,2005
Malaysia,MYS,Fowl cholera (-2011),2005,11.0,11.0,3.454131028070042,28.505589671840056,1.447850402831469e-08,4.546422727658079e-09,3.75198449902929e-08,None,2005
Malaysia,MYS,Infectious bursal disease (Gumboro disease),2005,3.0,3.0,0.3894991011704147,10.570564023307998,7.897365833626194e-09,1.0253389646037819e-09,2.7826537053276943e-08,None,2005
Malaysia,MYS,Marek's disease (-2011),2005,1.0,1.0,0.057031078245021974,4.398728747398595,2.632455277875398e-09,1.5013176292903289e-10,1.157945670703167e-08,None,2005
Malaysia,MYS,Newcastle disease (velogenic),2005,20.0,20.0,7.7323379024582986,47.1785715522599,2.632455277875398e-08,1.0177516860821166e-08,6.209773984268434e-08,None,2005
Namibia,NAM,Fowl pox (-2005),2005,79.0,79.0,62.835357137116276,97.72327221066126,9.518072289156626e-06,7.5705249562790695e-06,1.177388821815196e-05,None,2005
Namibia,NAM,Newcastle disease (velogenic),2005,161.0,161.0,137.39382234632248,187.16484274227722,1.9397590361445782e-05,1.655347257184608e-05,2.2549981053286413e-05,None,2005
Nigeria,NGA,Fowl pox (-2005),2005,60.0,60.0,46.07058283587051,76.4880537548835,3.2480714575720667e-07,2.494009085715009e-07,4.140644404107917e-07,None,2005
Nigeria,NGA,Fowl typhoid,2005,800.0,799.9999999999999,745.8359298528679,856.7228735617772,4.330761943429422e-06,4.037547326311371e-06,4.637828521108552e-06,None,2005
Nigeria,NGA,Infectious bursal disease (Gumboro disease),2005,10.0,10.0,5.010507715435306,17.537458044615327,5.413452429286778e-08,2.71241451640834e-08,9.493819485513778e-08,None,2005
Nigeria,NGA,Newcastle disease (velogenic),2005,6957.0,6957.0,6728.364816455316,7190.752966966754,1.883069427527406e-05,1.8211841430383857e-05,1.9463399558713636e-05,None,2005
Nicaragua,NIC,Avian infectious bronchitis,2005,33.0,33.0,22.982922343452366,45.573892972346734,1.1327749553755321e-06,7.889236009698052e-07,1.5643928660011924e-06,None,2005
Netherlands,NLD,Avian chlamydiosis,2005,7.0,7.0,3.0076008486546058,13.536296901133463,2.6228083158011086e-08,1.1269086452088246e-08,5.0718731539208035e-08,None,2005
Nepal,NPL,Fowl cholera (-2011),2005,53075.0,53075.0,52473.308757126826,53681.8091327209,0.0012636603890383562,0.001249334748151873,0.0012781078815437942,None,2005
Nepal,NPL,Fowl pox (-2005),2005,46716.0,46716.0,46190.21643930267,47246.9014171903,0.0011122592319230493,0.0010997408737721166,0.0011248994408987953,None,2005
Nepal,NPL,Fowl typhoid,2005,254.0,254.0,224.02965854393415,286.5290459818814,1.2094950120235233e-05,1.0667824982449663e-05,1.3643915429722216e-05,None,2005
Nepal,NPL,Infectious bursal disease (Gumboro disease),2005,44927.0,44927.0,44342.04460931246,45517.07328800015,0.0010696650079760005,0.0010557378302733854,0.0010837140374753019,None,2005
Nepal,NPL,Marek's disease (-2011),2005,18610.0,18610.0,18240.64356958075,18984.474279714876,0.00044308468845979856,0.00043429069711627697,0.00045200053045677186,None,2005
Nepal,NPL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,19.0,19.0,11.685717453243,28.86758260125735,9.047403633246827e-07,5.564494870714031e-07,1.374614061629835e-06,None,2005
Nepal,NPL,Newcastle disease (velogenic),2005,27479.0,27479.0,27033.35693848371,27929.760929870525,0.0006542463274683936,0.0006436360310107786,0.000664978475033226,None,2005
Nepal,NPL,Pullorum disease,2005,50201.0,50201.0,49609.24263643816,50797.87525427702,0.0011952334468226947,0.001181144321240879,0.0012094444240441185,None,2005
Poland,POL,Marek's disease (-2011),2005,2250.0,2250.0,2138.715911335567,2366.40161491829,3.456608805595712e-06,3.2856463341289685e-06,3.6354331820899886e-06,None,2005
Poland,POL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,84523.0,84523.0,83263.43907865713,85797.91441415953,0.00012985019825571839,0.00012791517186820815,0.00013180881176254715,None,2005
Korea (Dem People's Rep. of),PRK,High pathogenicity avian influenza viruses (poultry) (Inf. with),2005,20336.0,20336.0,20057.77864547759,20616.780301207127,0.0006575909458367017,0.0006485942973476989,0.0006666703411869726,None,2005
Portugal,PRT,Avian chlamydiosis,2005,1.0,0.9999999999999999,0.05703107824502198,4.398728747398595,9.359965555326756e-09,5.338089279565508e-10,4.1171949562876455e-08,None,2005
Portugal,PRT,Avian infectious bronchitis,2005,20.0,20.0,12.465146015489044,30.08851886275503,1.8719931110653512e-07,1.1667333734709602e-07,2.816275001661865e-07,None,2005
Portugal,PRT,Fowl pox (-2005),2005,2.0,1.9999999999999998,0.33246802292539274,6.1718352759094035,1.871993111065351e-08,3.1118892428292625e-09,5.776816559566263e-08,None,2005
Portugal,PRT,Infectious bursal disease (Gumboro disease),2005,3.0,3.0,0.745986221515698,7.776443098857671,2.807989666598027e-08,6.98240533813529e-09,7.278723954826626e-08,None,2005
Portugal,PRT,Marek's disease (-2011),2005,1.0,0.9999999999999999,0.05703107824502198,4.398728747398595,9.359965555326756e-09,5.338089279565508e-10,4.1171949562876455e-08,None,2005
Portugal,PRT,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,8.0,7.999999999999999,2.483137937401856,18.581921174699538,3.743986222130702e-08,1.1621042781603249e-08,8.696307107349229e-08,None,2005
Palestine,PSE,Avian infectious bronchitis,2005,3400.0,3400.0,3286.9913443199353,3515.567546372107,0.00013175485846040572,0.00012737561156807406,0.00013623326602360376,None,2005
Palestine,PSE,Fowl pox (-2005),2005,50.0,50.0,37.3907529979954,65.16790031855184,1.937571447947143e-06,1.4489451085231984e-06,2.5253492595978315e-06,None,2005
Palestine,PSE,Fowl typhoid,2005,300.0,300.0,267.3198220089064,335.23889765743274,1.1625428687682859e-05,1.0359025091895386e-05,1.2990986326846321e-05,None,2005
Palestine,PSE,Marek's disease (-2011),2005,3760.0,3760.0,3593.9992157208435,3931.1184998540557,7.285268644281257e-05,6.963630264325132e-05,7.616822963814023e-05,None,2005
Palestine,PSE,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,5363.0,5363.0,5185.3419036341875,5545.775765573593,0.00010391195675340529,0.00010046970420325488,0.00010745336780092603,None,2005
Palestine,PSE,Newcastle disease (velogenic),2005,24356.0,24356.0,24006.809127426794,24710.30860933306,0.00047191490186200617,0.00046514907921619024,0.0004787798843140621,None,2005
Romania,ROU,Fowl cholera (-2011),2005,1722.0,1722.0,1618.648863875005,1830.4686824374771,5.666757163659698e-06,5.3266492710878725e-06,6.023705876339897e-06,None,2005
Romania,ROU,Fowl pox (-2005),2005,279.0,279.0,247.52909423334359,313.0296188231504,1.836266258607498e-06,1.6291373611625974e-06,2.060235580608307e-06,None,2005
Romania,ROU,Fowl typhoid,2005,32323.0,32323.0,31967.38404220164,32686.172380136763,0.00021273704041924787,0.00021039651861162235,0.0002151272955723064,None,2005
Romania,ROU,Infectious bursal disease (Gumboro disease),2005,7.0,7.0,3.0076008486546058,13.536296901133461,4.6071196452517875e-08,1.979482422130369e-08,8.909048482453266e-08,None,2005
Romania,ROU,Marek's disease (-2011),2005,92.0,92.0,74.45832048541772,112.1003115194668,6.055071533759492e-07,4.900548443726022e-07,7.377993534859725e-07,None,2005
Romania,ROU,Newcastle disease (velogenic),2005,1540.0,1540.0,1458.3663928537997,1626.7439616138574,5.067831609776966e-06,4.799191756065519e-06,5.353288616675658e-06,None,2005
Russia,RUS,Avian chlamydiosis,2005,20.0,19.999999999999996,9.830823471274952,40.13701443386475,1.5113879302071282e-08,7.429093969240952e-09,3.033129958494624e-08,None,2005
Russia,RUS,Avian tuberculosis (-2005),2005,21.0,21.0,8.171739276831882,46.35359862199054,1.5869573267174843e-08,6.1753340559016165e-09,3.502913473947114e-08,None,2005
Russia,RUS,Duck virus enteritis (-2005),2005,1.0,0.9999999999999999,0.05703107824502198,4.398728747398595,1.511387930207128e-09,8.619608330622454e-11,6.6481855370733555e-09,None,2005
Russia,RUS,Fowl cholera (-2011),2005,28067.0,28067.0,27026.357690191584,29188.991032388545,2.1210062518561734e-05,2.042365540520808e-05,2.2057944370638075e-05,None,2005
Russia,RUS,Fowl typhoid,2005,195876.0,195876.0,194202.49762663,197633.04475946282,0.00014802231110862572,0.00014675765546448354,0.00014935009922976863,None,2005
Russia,RUS,High pathogenicity avian influenza viruses (poultry) (Inf. with),2005,22490.0,22490.0,21871.157863099266,23126.75065561253,3.3991114550358315e-05,3.3055804013942956e-05,3.495349180580257e-05,None,2005
Russia,RUS,Infectious bursal disease (Gumboro disease),2005,1479.0,1479.0,1348.1265747192986,1620.1029921254378,1.1176713743881713e-06,1.018771116711113e-06,1.2243020539954204e-06,None,2005
Russia,RUS,Marek's disease (-2011),2005,44167.0,44167.0,42956.31394782015,45431.21904201881,3.3376735356729116e-05,3.246182721346174e-05,3.433209805735174e-05,None,2005
Russia,RUS,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,13529.0,13529.0,13078.020795530307,13992.773363119184,1.0223783653886117e-05,9.882981390681165e-06,1.057425438557107e-05,None,2005
Russia,RUS,Newcastle disease (velogenic),2005,1603.0,1603.0,1382.3430550835574,1859.3895756408392,1.211377426061013e-06,1.044628304429468e-06,1.4051294810882591e-06,None,2005
Russia,RUS,Pullorum disease,2005,3234.0,3234.0,3069.769102953061,3408.439718070221,2.4439142831449263e-06,2.3198059853630097e-06,2.5757373253649593e-06,None,2005
Saudi Arabia,SAU,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2005,2.0,2.0,0.33246802292539274,6.1718352759094035,5.8997050147492624e-09,9.80731631048356e-10,1.8206003763744554e-08,None,2005
Saudi Arabia,SAU,Newcastle disease (velogenic),2005,1668.0,1668.0,1576.6492114296293,1764.4682754102168,2.4601769911504426e-06,2.3254413147929634e-06,2.6024605832009098e-06,None,2005
Serbia and Montenegro,SCG,Avian tuberculosis (-2005),2005,26.0,26.0,14.342801746964193,42.757558125263145,3.9811355423531574e-07,2.1961783773755425e-07,6.547062859873699e-07,None,2005
Serbia and Montenegro,SCG,Fowl typhoid,2005,11666.0,11666.0,11450.68455926288,11886.422340297337,0.00017863048937343052,0.00017533356647367673,0.00018200560942453203,None,2005
Serbia and Montenegro,SCG,Infectious bursal disease (Gumboro disease),2005,16054.0,16054.000000000002,15759.044294961926,16354.073448895748,0.0002458198076805292,0.00024130342829304106,0.00025041455026789594,None,2005
Sudan,SDN,Newcastle disease (velogenic),2005,32366.0,32366.0,32014.669975912468,32719.888979237243,0.0009589925925925926,0.0009485828141011101,0.0009694781919773998,None,2005
Senegal,SEN,Fowl pox (-2005),2005,20.0,20.0,12.465146015489038,30.088518862755006,7.344435671924058e-07,4.577473152594987e-07,1.1049159562548888e-06,None,2005
Senegal,SEN,Newcastle disease (velogenic),2005,40.0,40.0,28.849938755145452,53.70790808413562,1.4688871343848117e-06,1.059432596630573e-06,1.9722713799877207e-06,None,2005
Slovenia,SVN,Avian chlamydiosis,2005,1.0,1.0,0.057031078245021974,4.398728747398595,6.826171541690843e-08,3.893039233081127e-09,3.0026476995109693e-07,None,2005
Slovenia,SVN,Avian infectious bronchitis,2005,6.0,6.0,2.3845706836709955,12.157136705114743,4.095702925014506e-07,1.6277488540025227e-07,8.298670060489943e-07,None,2005
Slovenia,SVN,Infectious bursal disease (Gumboro disease),2005,3.0,3.0,0.745986221515698,7.77644309885767,2.047851462507253e-07,5.092229915803939e-08,5.308333457700038e-07,None,2005
Eswatini,SWZ,Newcastle disease (velogenic),2005,6.0,6.0,2.384570683670995,12.15713670511474,1.0256410256410257e-06,4.0761892028564015e-07,2.07814302651534e-06,None,2005
Togo,TGO,Avian infectious bronchitis,2005,14.0,14.0,7.886560377089393,22.664386265925714,7.906477664200599e-07,4.453922390630481e-07,1.279967598459689e-06,None,2005
Togo,TGO,Fowl cholera (-2011),2005,186.0,186.0,146.67448060780967,232.99432102323192,5.252160162647541e-06,4.1417089458352535e-06,6.579158553770596e-06,None,2005
Togo,TGO,Fowl pox (-2005),2005,2856.0,2856.0,2621.8978455990327,3105.454579158256,8.06460721748461e-05,7.403563126444435e-05,8.769002595465793e-05,None,2005
Togo,TGO,Fowl typhoid,2005,188.0,188.0,154.34330583871667,226.77306945589862,5.308635003106117e-06,4.35825678654534e-06,6.40348645891169e-06,None,2005
Togo,TGO,Infectious bursal disease (Gumboro disease),2005,350.0,350.0,314.6007225861661,387.95801107676385,1.9766194160501496e-05,1.7767025616206365e-05,2.1909866780186583e-05,None,2005
Togo,TGO,Newcastle disease (velogenic),2005,9221.0,9221.0,8659.798095646896,9807.789878098461,0.0002603772519342633,0.0002445303579275681,0.00027694668430842213,None,2005
Togo,TGO,Pullorum disease,2005,155.0,155.0,124.85256827269052,190.2623481816435,8.753600271079234e-06,7.051028874043628e-06,1.0745035758832298e-05,None,2005
Thailand,THA,Avian infectious bronchitis,2005,59.0,59.0,33.70875728183414,99.46251270668168,5.445964494157587e-08,3.111469411848216e-08,9.18083580847943e-08,None,2005
Thailand,THA,Fowl cholera (-2011),2005,27.0,27.0,18.053446095845455,38.50219202691589,4.9844420793984704e-08,3.3328280147512636e-08,7.107849855112587e-08,None,2005
Thailand,THA,High pathogenicity avian influenza viruses (poultry) (Inf. with),2005,59118.0,59118.0,58029.848801233486,60260.89841801479,5.456856423145903e-05,5.356415189370353e-05,5.562351070687215e-05,None,2005
Thailand,THA,Infectious bursal disease (Gumboro disease),2005,4986.0,4986.0,4693.002205131816,5306.9999542748255,4.602301519977921e-06,4.331851420364599e-06,4.898598868046888e-06,None,2005
Thailand,THA,Marek's disease (-2011),2005,472.0,472.0,404.41303237911114,557.4077833363739,4.35677159532607e-07,3.732913585273292e-07,5.145123723418606e-07,None,2005
Tajikistan,TJK,Fowl cholera (-2011),2005,5.0,5.0,1.0784542444410907,13.948278374767074,1.9833399444664816e-06,4.2778827625588684e-07,5.532835531442711e-06,None,2005
Tunisia,TUN,Pullorum disease,2005,28466.0,28466.0,27768.010985029596,29181.90090672141,0.0001918866449160083,0.00018718156621612422,0.0001967124660037305,None,2005
Türkiye (Rep. of),TUR,Fowl typhoid,2005,5000.0,5000.0,4807.546573999084,5197.571174864184,5.759346843993116e-06,5.537665637662309e-06,5.986923028476727e-06,None,2005
Türkiye (Rep. of),TUR,High pathogenicity avian influenza viruses (poultry) (Inf. with),2005,3942.0,3942.0000000000005,3703.965040246595,4192.828725398807,9.081338103608346e-06,8.532967745922026e-06,9.65918195481172e-06,None,2005
Türkiye (Rep. of),TUR,Newcastle disease (velogenic),2005,160.0,160.0,128.63996884817223,196.4765222540566,3.6859819801555945e-07,2.963528794388374e-07,4.526305753450577e-07,None,2005
Chinese Taipei,TWN,Avian infectious bronchitis,2005,55.0,55.0,41.715702892384755,70.84294025531804,2.2022022022022023e-07,1.6702984141094996e-07,2.8365541643770987e-07,None,2005
Chinese Taipei,TWN,Avian infectious laryngotracheitis,2005,1000.0,999.9999999999999,939.2933620189184,1063.265457897746,4.004004004004004e-06,3.7609343824581316e-06,4.257319150741726e-06,None,2005
Chinese Taipei,TWN,Infectious bursal disease (Gumboro disease),2005,90.0,90.00000000000001,66.57546763971017,118.53943861452653,1.801801801801802e-07,1.3328421949891926e-07,2.3731619342247554e-07,None,2005
Chinese Taipei,TWN,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2005,200.0,200.0,173.5465988959433,229.01208432764136,8.008008008008008e-07,6.948812768606338e-07,9.169653026131786e-07,None,2005
Chinese Taipei,TWN,Newcastle disease (velogenic),2005,4160.0,4160.0,3969.688506788887,4357.987862617163,8.328328328328328e-06,7.947324337915692e-06,8.724700425659988e-06,None,2005
Chinese Taipei,TWN,Pullorum disease,2005,2.0,1.9999999999999998,0.33246802292539274,6.1718352759094035,8.008008008008007e-09,1.3312032949965674e-09,2.4712053156794408e-08,None,2005
Tanzania,TZA,Fowl pox (-2005),2005,2378.0,2378.0,2208.1066778048207,2565.7671385000203,2.2812739831158865e-05,2.1182911337344783e-05,2.4614036248081544e-05,None,2005
Tanzania,TZA,Fowl typhoid,2005,2510.0,2510.0,2356.868263707275,2670.8080492133367,2.407904834996163e-05,2.261001787900302e-05,2.56217195818624e-05,None,2005
Tanzania,TZA,Newcastle disease (velogenic),2005,9708.0,9708.0,9050.408032904023,10416.729994293068,9.313123561013047e-05,8.682279386899484e-05,9.993025704425429e-05,None,2005
Uganda,UGA,Fowl pox (-2005),2005,269.0,269.0,236.04658529899385,307.03455273684375,3.679890560875513e-06,3.2290914541586025e-06,4.200199079847384e-06,None,2005
Uganda,UGA,Fowl typhoid,2005,96.0,96.0,78.05444947880206,116.50418391335539,2.6265389876880985e-06,2.135552653318798e-06,3.1875289716376304e-06,None,2005
Uganda,UGA,Infectious bursal disease (Gumboro disease),2005,140.0,140.0,118.07117432166375,164.48748016421467,3.830369357045144e-06,3.2304014862288303e-06,4.500341454561277e-06,None,2005
Uganda,UGA,Newcastle disease (velogenic),2005,32314.0,32314.0,31819.08648474962,32821.70437509016,0.0004420519835841313,0.0004352816208584079,0.0004489973238726423,None,2005
Ukraine,UKR,Avian tuberculosis (-2005),2005,62.0,62.0,42.87805236449256,88.68663165309549,1.3373482541134244e-07,9.24885297894163e-08,1.9129824516849615e-07,None,2005
Ukraine,UKR,Fowl cholera (-2011),2005,357.0,357.0,293.8250100610842,437.8375412224866,7.700537527717621e-07,6.337844584194358e-07,9.444214053858176e-07,None,2005
